material_area	function	placement
high-voltage_connector_4	attribute	threadiness
high-voltage_connector_4	shape	cube
high-voltage_connector_4	shape	lump
high-voltage_connector_4	shape	round
high-voltage_connector_4	parameter	twin-core
high-voltage_connector_4	parameter	HVIL
high-voltage_connector_4	parameter	2.5mm²
high-voltage_connector_5	function	plug
high-voltage_connector_5	accuracy	rough
high-voltage_connector_5	instanceOf	part
high-voltage_connector_5	type	connector
high-voltage_connector_5	attribute	rigid
high-voltage_connector_5	attribute	threadiness
high-voltage_connector_5	shape	cube
high-voltage_connector_5	shape	lump
high-voltage_connector_5	shape	round
high-voltage_connector_5	parameter	twin-core
high-voltage_connector_5	parameter	HVIL
high-voltage_connector_5	parameter	2.5mm²
high-voltage_connector_6	function	plug
high-voltage_connector_6	accuracy	rough
high-voltage_connector_6	instanceOf	part
high-voltage_connector_6	type	connector
high-voltage_connector_6	attribute	rigid
high-voltage_connector_6	attribute	threadiness
high-voltage_connector_6	shape	cube
high-voltage_connector_6	shape	lump
high-voltage_connector_6	shape	round
high-voltage_connector_6	parameter	twin-core
high-voltage_connector_6	parameter	HVIL
high-voltage_connector_6	parameter	2.5mm²
high-voltage_connector_7	function	plug
high-voltage_connector_7	accuracy	rough
high-voltage_connector_7	instanceOf	part
high-voltage_connector_7	type	connector
high-voltage_connector_7	attribute	rigid
high-voltage_connector_7	attribute	threadiness
high-voltage_connector_7	shape	cube
high-voltage_connector_7	shape	lump
high-voltage_connector_7	shape	round
high-voltage_connector_7	parameter	twin-core
high-voltage_connector_7	parameter	HVIL
high-voltage_connector_7	parameter	2.5mm²
high-voltage_connector_8	function	plug
high-voltage_connector_8	accuracy	rough
high-voltage_connector_8	instanceOf	part
high-voltage_connector_8	type	connector
high-voltage_connector_8	attribute	rigid
high-voltage_connector_8	attribute	threadiness
high-voltage_connector_8	shape	cube
high-voltage_connector_8	shape	lump
high-voltage_connector_8	shape	round
high-voltage_connector_8	parameter	twin-core
high-voltage_connector_8	parameter	HVIL
high-voltage_connector_8	parameter	2.5mm²
high-voltage_connector_9	function	plug
high-voltage_connector_9	accuracy	rough
high-voltage_connector_9	instanceOf	part
high-voltage_connector_9	type	connector
high-voltage_connector_9	attribute	rigid
high-voltage_connector_9	attribute	threadiness
high-voltage_connector_9	shape	cube
high-voltage_connector_9	shape	lump
high-voltage_connector_9	shape	round
high-voltage_connector_9	parameter	twin-core
high-voltage_connector_9	parameter	HVIL
high-voltage_connector_9	parameter	2.5mm²
high-voltage_connector_10	function	plug
high-voltage_connector_10	accuracy	rough
high-voltage_connector_10	instanceOf	part
high-voltage_connector_10	type	connector
high-voltage_connector_10	attribute	rigid
high-voltage_connector_10	attribute	threadiness
high-voltage_connector_10	shape	cube
high-voltage_connector_10	shape	lump
high-voltage_connector_10	shape	round
high-voltage_connector_10	parameter	twin-core
high-voltage_connector_10	parameter	4mm²
high-voltage_connector_11	function	plug
high-voltage_connector_11	accuracy	rough
high-voltage_connector_11	instanceOf	part
high-voltage_connector_11	type	connector
high-voltage_connector_11	attribute	rigid
high-voltage_connector_11	attribute	threadiness
high-voltage_connector_11	shape	cube
high-voltage_connector_11	shape	lump
high-voltage_connector_11	shape	round
high-voltage_connector_11	parameter	twin-core
high-voltage_connector_11	parameter	4mm²
high-voltage_connector_12	function	plug
high-voltage_connector_12	accuracy	rough
high-voltage_connector_12	instanceOf	part
high-voltage_connector_12	type	connector
high-voltage_connector_12	attribute	rigid
high-voltage_connector_12	attribute	threadiness
high-voltage_connector_12	shape	cube
high-voltage_connector_12	shape	lump
high-voltage_connector_12	shape	round
high-voltage_connector_12	parameter	twin-core
high-voltage_connector_12	parameter	4mm²
high-voltage_connector_13	function	plug
high-voltage_connector_13	accuracy	rough
high-voltage_connector_13	instanceOf	part
high-voltage_connector_13	type	connector
high-voltage_connector_13	attribute	rigid
high-voltage_connector_13	attribute	threadiness
high-voltage_connector_13	shape	cube
high-voltage_connector_13	shape	lump
high-voltage_connector_13	shape	round
high-voltage_connector_13	parameter	twin-core
high-voltage_connector_13	parameter	4mm²
high-voltage_connector_14	function	plug
high-voltage_connector_14	accuracy	rough
high-voltage_connector_14	instanceOf	part
high-voltage_connector_14	type	connector
high-voltage_connector_14	attribute	rigid
high-voltage_connector_14	attribute	threadiness
high-voltage_connector_14	shape	cube
high-voltage_connector_14	shape	lump
high-voltage_connector_14	shape	round
high-voltage_connector_14	parameter	twin-core
high-voltage_connector_14	parameter	4mm²
high-voltage_connector_15	function	plug
high-voltage_connector_15	accuracy	rough
high-voltage_connector_15	instanceOf	part
high-voltage_connector_15	type	connector
high-voltage_connector_15	attribute	rigid
high-voltage_connector_15	attribute	threadiness
high-voltage_connector_15	shape	cube
high-voltage_connector_15	shape	lump
high-voltage_connector_15	shape	round
high-voltage_connector_15	parameter	twin-core
high-voltage_connector_15	parameter	4mm²
high-voltage_connector_16	function	plug
high-voltage_connector_16	accuracy	rough
high-voltage_connector_16	instanceOf	part
high-voltage_connector_16	type	connector
high-voltage_connector_16	attribute	rigid
high-voltage_connector_16	attribute	threadiness
high-voltage_connector_16	shape	cube
high-voltage_connector_16	shape	lump
high-voltage_connector_16	shape	round
high-voltage_connector_16	parameter	twin-core
high-voltage_connector_16	parameter	4mm²
high-voltage_connector_17	function	plug
high-voltage_connector_17	accuracy	rough
high-voltage_connector_17	instanceOf	part
high-voltage_connector_17	type	connector
high-voltage_connector_17	attribute	rigid
high-voltage_connector_17	attribute	threadiness
high-voltage_connector_17	shape	cube
high-voltage_connector_17	shape	lump
high-voltage_connector_17	shape	round
high-voltage_connector_17	parameter	twin-core
high-voltage_connector_17	parameter	4mm²
high-voltage_connector_18	function	plug
high-voltage_connector_18	accuracy	rough
high-voltage_connector_18	instanceOf	part
high-voltage_connector_18	type	connector
high-voltage_connector_18	attribute	rigid
high-voltage_connector_18	attribute	threadiness
high-voltage_connector_18	shape	cube
high-voltage_connector_18	shape	lump
high-voltage_connector_18	shape	round
high-voltage_connector_18	parameter	twin-core
high-voltage_connector_18	parameter	4mm²
high-voltage_connector_19	function	plug
high-voltage_connector_19	accuracy	rough
high-voltage_connector_19	instanceOf	part
high-voltage_connector_19	type	connector
high-voltage_connector_19	attribute	rigid
high-voltage_connector_19	attribute	threadiness
high-voltage_connector_19	shape	cube
high-voltage_connector_19	shape	lump
high-voltage_connector_19	shape	round
high-voltage_connector_19	parameter	twin-core
high-voltage_connector_19	parameter	4mm²
high-voltage_connector_20	function	plug
high-voltage_connector_20	accuracy	rough
high-voltage_connector_20	instanceOf	part
high-voltage_connector_20	type	connector
high-voltage_connector_20	attribute	rigid
high-voltage_connector_20	attribute	threadiness
high-voltage_connector_20	shape	cube
high-voltage_connector_20	shape	lump
high-voltage_connector_20	shape	round
high-voltage_connector_20	parameter	twin-core
high-voltage_connector_20	parameter	HVIL
high-voltage_connector_20	parameter	6mm²
high-voltage_connector_21	function	plug
high-voltage_connector_21	accuracy	rough
high-voltage_connector_21	instanceOf	part
high-voltage_connector_21	type	connector
high-voltage_connector_21	attribute	rigid
high-voltage_connector_21	attribute	threadiness
high-voltage_connector_21	shape	cube
high-voltage_connector_21	shape	lump
high-voltage_connector_21	shape	round
high-voltage_connector_21	parameter	twin-core
high-voltage_connector_21	parameter	HVIL
high-voltage_connector_21	parameter	6mm²
high-voltage_connector_22	function	plug
high-voltage_connector_22	accuracy	rough
high-voltage_connector_22	instanceOf	part
high-voltage_connector_22	type	connector
high-voltage_connector_22	attribute	rigid
high-voltage_connector_22	attribute	threadiness
high-voltage_connector_22	shape	cube
high-voltage_connector_22	shape	lump
high-voltage_connector_22	shape	round
high-voltage_connector_22	parameter	twin-core
high-voltage_connector_22	parameter	HVIL
high-voltage_connector_22	parameter	6mm²
high-voltage_connector_23	function	plug
high-voltage_connector_23	accuracy	rough
high-voltage_connector_23	instanceOf	part
high-voltage_connector_23	type	connector
high-voltage_connector_23	attribute	rigid
high-voltage_connector_23	attribute	threadiness
high-voltage_connector_23	shape	cube
high-voltage_connector_23	shape	lump
high-voltage_connector_23	shape	round
high-voltage_connector_23	parameter	twin-core
high-voltage_connector_23	parameter	HVIL
high-voltage_connector_23	parameter	6mm²
high-voltage_connector_24	function	plug
high-voltage_connector_24	accuracy	rough
high-voltage_connector_24	instanceOf	part
high-voltage_connector_24	type	connector
high-voltage_connector_24	attribute	rigid
high-voltage_connector_24	attribute	threadiness
high-voltage_connector_24	shape	cube
high-voltage_connector_24	shape	lump
high-voltage_connector_24	shape	round
high-voltage_connector_24	parameter	twin-core
high-voltage_connector_24	parameter	HVIL
high-voltage_connector_24	parameter	6mm²
high-voltage_connector_25	function	plug
high-voltage_connector_25	accuracy	rough
high-voltage_connector_25	instanceOf	part
high-voltage_connector_25	type	connector
high-voltage_connector_25	attribute	rigid
high-voltage_connector_25	attribute	threadiness
high-voltage_connector_25	shape	cube
high-voltage_connector_25	shape	lump
high-voltage_connector_25	shape	round
high-voltage_connector_25	parameter	twin-core
high-voltage_connector_25	parameter	HVIL
high-voltage_connector_25	parameter	6mm²
high-voltage_connector_26	function	plug
high-voltage_connector_26	accuracy	rough
high-voltage_connector_26	instanceOf	part
high-voltage_connector_26	type	connector
high-voltage_connector_26	attribute	rigid
high-voltage_connector_26	attribute	threadiness
high-voltage_connector_26	shape	cube
high-voltage_connector_26	shape	lump
high-voltage_connector_26	shape	round
high-voltage_connector_26	parameter	twin-core
high-voltage_connector_26	parameter	HVIL
high-voltage_connector_26	parameter	6mm²
high-voltage_connector_27	function	plug
high-voltage_connector_27	accuracy	rough
high-voltage_connector_27	instanceOf	part
high-voltage_connector_27	type	connector
high-voltage_connector_27	attribute	rigid
high-voltage_connector_27	attribute	threadiness
high-voltage_connector_27	shape	cube
high-voltage_connector_27	shape	lump
high-voltage_connector_27	shape	round
high-voltage_connector_27	parameter	twin-core
high-voltage_connector_27	parameter	HVIL
high-voltage_connector_27	parameter	6mm²
high-voltage_connector_28	function	plug
high-voltage_connector_28	accuracy	rough
high-voltage_connector_28	instanceOf	part
high-voltage_connector_28	type	connector
high-voltage_connector_28	attribute	rigid
high-voltage_connector_28	attribute	threadiness
high-voltage_connector_28	shape	cube
high-voltage_connector_28	shape	lump
high-voltage_connector_28	shape	round
high-voltage_connector_28	parameter	twin-core
high-voltage_connector_28	parameter	HVIL
high-voltage_connector_28	parameter	6mm²
high-voltage_connector_29	function	plug
high-voltage_connector_29	accuracy	rough
high-voltage_connector_29	instanceOf	part
high-voltage_connector_29	type	connector
high-voltage_connector_29	attribute	rigid
high-voltage_connector_29	attribute	threadiness
high-voltage_connector_29	shape	cube
high-voltage_connector_29	shape	lump
high-voltage_connector_29	shape	round
high-voltage_connector_29	parameter	twin-core
high-voltage_connector_29	parameter	HVIL
high-voltage_connector_29	parameter	6mm²
high-voltage_connector_30	function	plug
high-voltage_connector_30	accuracy	rough
high-voltage_connector_30	instanceOf	part
high-voltage_connector_30	type	connector
high-voltage_connector_30	attribute	rigid
high-voltage_connector_30	attribute	threadiness
high-voltage_connector_30	shape	cube
high-voltage_connector_30	shape	lump
high-voltage_connector_30	shape	round
high-voltage_connector_30	parameter	triplex
high-voltage_connector_30	parameter	HVIL
high-voltage_connector_30	parameter	2.5mm²
high-voltage_connector_31	function	plug
high-voltage_connector_31	accuracy	rough
high-voltage_connector_31	instanceOf	part
high-voltage_connector_31	type	connector
high-voltage_connector_31	attribute	rigid
high-voltage_connector_31	attribute	threadiness
high-voltage_connector_31	shape	cube
high-voltage_connector_31	shape	lump
high-voltage_connector_31	shape	round
high-voltage_connector_31	parameter	triplex
high-voltage_connector_31	parameter	HVIL
high-voltage_connector_31	parameter	2.5mm²
high-voltage_connector_32	function	plug
high-voltage_connector_32	accuracy	rough
high-voltage_connector_32	instanceOf	part
high-voltage_connector_32	type	connector
high-voltage_connector_32	attribute	rigid
high-voltage_connector_32	attribute	threadiness
high-voltage_connector_32	shape	cube
high-voltage_connector_32	shape	lump
high-voltage_connector_32	shape	round
high-voltage_connector_32	parameter	triplex
high-voltage_connector_32	parameter	HVIL
high-voltage_connector_32	parameter	2.5mm²
high-voltage_connector_33	function	plug
high-voltage_connector_33	accuracy	rough
high-voltage_connector_33	instanceOf	part
high-voltage_connector_33	type	connector
high-voltage_connector_33	attribute	rigid
high-voltage_connector_33	attribute	threadiness
high-voltage_connector_33	shape	cube
high-voltage_connector_33	shape	lump
high-voltage_connector_33	shape	round
high-voltage_connector_33	parameter	triplex
high-voltage_connector_33	parameter	HVIL
high-voltage_connector_33	parameter	2.5mm²
high-voltage_connector_34	function	plug
high-voltage_connector_34	accuracy	rough
high-voltage_connector_34	instanceOf	part
high-voltage_connector_34	type	connector
high-voltage_connector_34	attribute	rigid
high-voltage_connector_34	attribute	threadiness
high-voltage_connector_34	shape	cube
high-voltage_connector_34	shape	lump
high-voltage_connector_34	shape	round
high-voltage_connector_34	parameter	triplex
high-voltage_connector_34	parameter	HVIL
high-voltage_connector_34	parameter	2.5mm²
high-voltage_connector_35	function	plug
high-voltage_connector_35	accuracy	rough
high-voltage_connector_35	instanceOf	part
high-voltage_connector_35	type	connector
high-voltage_connector_35	attribute	rigid
high-voltage_connector_35	attribute	threadiness
high-voltage_connector_35	shape	cube
high-voltage_connector_35	shape	lump
high-voltage_connector_35	shape	round
high-voltage_connector_35	parameter	triplex
high-voltage_connector_35	parameter	HVIL
high-voltage_connector_35	parameter	2.5mm²
high-voltage_connector_36	function	plug
high-voltage_connector_36	accuracy	rough
high-voltage_connector_36	instanceOf	part
high-voltage_connector_36	type	connector
high-voltage_connector_36	attribute	rigid
high-voltage_connector_36	attribute	threadiness
high-voltage_connector_36	shape	cube
high-voltage_connector_36	shape	lump
high-voltage_connector_36	shape	round
high-voltage_connector_36	parameter	triplex
high-voltage_connector_36	parameter	HVIL
high-voltage_connector_36	parameter	2.5mm²
high-voltage_connector_37	function	plug
high-voltage_connector_37	accuracy	rough
high-voltage_connector_37	instanceOf	part
high-voltage_connector_37	type	connector
high-voltage_connector_37	attribute	rigid
high-voltage_connector_37	attribute	threadiness
high-voltage_connector_37	shape	cube
high-voltage_connector_37	shape	lump
high-voltage_connector_37	shape	round
high-voltage_connector_37	parameter	triplex
high-voltage_connector_37	parameter	HVIL
high-voltage_connector_37	parameter	2.5mm²
high-voltage_connector_38	function	plug
high-voltage_connector_38	accuracy	rough
high-voltage_connector_38	instanceOf	part
high-voltage_connector_38	type	connector
high-voltage_connector_38	attribute	rigid
high-voltage_connector_38	attribute	threadiness
high-voltage_connector_38	shape	cube
high-voltage_connector_38	shape	lump
high-voltage_connector_38	shape	round
high-voltage_connector_38	parameter	triplex
high-voltage_connector_38	parameter	HVIL
high-voltage_connector_38	parameter	2.5mm²
high-voltage_connector_39	function	plug
high-voltage_connector_39	accuracy	rough
high-voltage_connector_39	instanceOf	part
high-voltage_connector_39	type	connector
high-voltage_connector_39	attribute	rigid
high-voltage_connector_39	attribute	threadiness
high-voltage_connector_39	shape	cube
high-voltage_connector_39	shape	lump
high-voltage_connector_39	shape	round
high-voltage_connector_39	parameter	triplex
high-voltage_connector_39	parameter	HVIL
high-voltage_connector_39	parameter	2.5mm²
high-voltage_connector_40	function	plug
high-voltage_connector_40	accuracy	rough
high-voltage_connector_40	instanceOf	part
high-voltage_connector_40	type	connector
high-voltage_connector_40	attribute	rigid
high-voltage_connector_40	attribute	threadiness
high-voltage_connector_40	shape	cube
high-voltage_connector_40	shape	lump
high-voltage_connector_40	shape	round
high-voltage_connector_40	parameter	triplex
high-voltage_connector_40	parameter	4mm²
high-voltage_connector_41	function	plug
high-voltage_connector_41	accuracy	rough
high-voltage_connector_41	instanceOf	part
high-voltage_connector_41	type	connector
high-voltage_connector_41	attribute	rigid
high-voltage_connector_41	attribute	threadiness
high-voltage_connector_41	shape	cube
high-voltage_connector_41	shape	lump
high-voltage_connector_41	shape	round
high-voltage_connector_41	parameter	triplex
high-voltage_connector_41	parameter	4mm²
high-voltage_connector_42	function	plug
high-voltage_connector_42	accuracy	rough
high-voltage_connector_42	instanceOf	part
high-voltage_connector_42	type	connector
high-voltage_connector_42	attribute	rigid
high-voltage_connector_42	attribute	threadiness
high-voltage_connector_42	shape	cube
high-voltage_connector_42	shape	lump
high-voltage_connector_42	shape	round
high-voltage_connector_42	parameter	triplex
high-voltage_connector_42	parameter	4mm²
high-voltage_connector_43	function	plug
high-voltage_connector_43	accuracy	rough
high-voltage_connector_43	instanceOf	part
high-voltage_connector_43	type	connector
high-voltage_connector_43	attribute	rigid
high-voltage_connector_43	attribute	threadiness
high-voltage_connector_43	shape	cube
high-voltage_connector_43	shape	lump
high-voltage_connector_43	shape	round
high-voltage_connector_43	parameter	triplex
high-voltage_connector_43	parameter	4mm²
high-voltage_connector_44	function	plug
high-voltage_connector_44	accuracy	rough
high-voltage_connector_44	instanceOf	part
high-voltage_connector_44	type	connector
high-voltage_connector_44	attribute	rigid
high-voltage_connector_44	attribute	threadiness
high-voltage_connector_44	shape	cube
high-voltage_connector_44	shape	lump
high-voltage_connector_44	shape	round
high-voltage_connector_44	parameter	triplex
high-voltage_connector_44	parameter	4mm²
high-voltage_connector_45	function	plug
high-voltage_connector_45	accuracy	rough
high-voltage_connector_45	instanceOf	part
high-voltage_connector_45	type	connector
high-voltage_connector_45	attribute	rigid
high-voltage_connector_45	attribute	threadiness
high-voltage_connector_45	shape	cube
high-voltage_connector_45	shape	lump
high-voltage_connector_45	shape	round
high-voltage_connector_45	parameter	triplex
high-voltage_connector_45	parameter	4mm²
high-voltage_connector_46	function	plug
high-voltage_connector_46	accuracy	rough
high-voltage_connector_46	instanceOf	part
high-voltage_connector_46	type	connector
high-voltage_connector_46	attribute	rigid
high-voltage_connector_46	attribute	threadiness
high-voltage_connector_46	shape	cube
high-voltage_connector_46	shape	lump
high-voltage_connector_46	shape	round
high-voltage_connector_46	parameter	triplex
high-voltage_connector_46	parameter	4mm²
high-voltage_connector_47	function	plug
high-voltage_connector_47	accuracy	rough
high-voltage_connector_47	instanceOf	part
high-voltage_connector_47	type	connector
high-voltage_connector_47	attribute	rigid
high-voltage_connector_47	attribute	threadiness
high-voltage_connector_47	shape	cube
high-voltage_connector_47	shape	lump
high-voltage_connector_47	shape	round
high-voltage_connector_47	parameter	triplex
high-voltage_connector_47	parameter	4mm²
high-voltage_connector_48	function	plug
high-voltage_connector_48	accuracy	rough
high-voltage_connector_48	instanceOf	part
high-voltage_connector_48	type	connector
high-voltage_connector_48	attribute	rigid
high-voltage_connector_48	attribute	threadiness
high-voltage_connector_48	shape	cube
high-voltage_connector_48	shape	lump
high-voltage_connector_48	shape	round
high-voltage_connector_48	parameter	triplex
high-voltage_connector_48	parameter	4mm²
high-voltage_connector_49	function	plug
high-voltage_connector_49	accuracy	rough
high-voltage_connector_49	instanceOf	part
high-voltage_connector_49	type	connector
high-voltage_connector_49	attribute	rigid
high-voltage_connector_49	attribute	threadiness
high-voltage_connector_49	shape	cube
high-voltage_connector_49	shape	lump
high-voltage_connector_49	shape	round
high-voltage_connector_49	parameter	triplex
high-voltage_connector_49	parameter	4mm²
high-voltage_connector_50	function	plug
high-voltage_connector_50	accuracy	rough
high-voltage_connector_50	instanceOf	part
high-voltage_connector_50	type	connector
high-voltage_connector_50	attribute	rigid
high-voltage_connector_50	attribute	threadiness
high-voltage_connector_50	shape	cube
high-voltage_connector_50	shape	lump
high-voltage_connector_50	shape	round
high-voltage_connector_50	parameter	triplex
high-voltage_connector_50	parameter	HVIL
high-voltage_connector_50	parameter	6mm²
high-voltage_connector_51	function	plug
high-voltage_connector_51	accuracy	rough
high-voltage_connector_51	instanceOf	part
high-voltage_connector_51	type	connector
high-voltage_connector_51	attribute	rigid
high-voltage_connector_51	attribute	threadiness
high-voltage_connector_51	shape	cube
high-voltage_connector_51	shape	lump
high-voltage_connector_51	shape	round
high-voltage_connector_51	parameter	triplex
high-voltage_connector_51	parameter	HVIL
high-voltage_connector_51	parameter	6mm²
high-voltage_connector_52	function	plug
high-voltage_connector_52	accuracy	rough
high-voltage_connector_52	instanceOf	part
high-voltage_connector_52	type	connector
high-voltage_connector_52	attribute	rigid
high-voltage_connector_52	attribute	threadiness
high-voltage_connector_52	shape	cube
high-voltage_connector_52	shape	lump
high-voltage_connector_52	shape	round
high-voltage_connector_52	parameter	triplex
high-voltage_connector_52	parameter	HVIL
high-voltage_connector_52	parameter	6mm²
high-voltage_connector_53	function	plug
high-voltage_connector_53	accuracy	rough
high-voltage_connector_53	instanceOf	part
high-voltage_connector_53	type	connector
high-voltage_connector_53	attribute	rigid
high-voltage_connector_53	attribute	threadiness
high-voltage_connector_53	shape	cube
high-voltage_connector_53	shape	lump
high-voltage_connector_53	shape	round
high-voltage_connector_53	parameter	triplex
high-voltage_connector_53	parameter	HVIL
high-voltage_connector_53	parameter	6mm²
high-voltage_connector_54	function	plug
high-voltage_connector_54	accuracy	rough
high-voltage_connector_54	instanceOf	part
high-voltage_connector_54	type	connector
high-voltage_connector_54	attribute	rigid
high-voltage_connector_54	attribute	threadiness
high-voltage_connector_54	shape	cube
high-voltage_connector_54	shape	lump
high-voltage_connector_54	shape	round
high-voltage_connector_54	parameter	triplex
high-voltage_connector_54	parameter	HVIL
high-voltage_connector_54	parameter	6mm²
high-voltage_connector_55	function	plug
high-voltage_connector_55	accuracy	rough
high-voltage_connector_55	instanceOf	part
high-voltage_connector_55	type	connector
high-voltage_connector_55	attribute	rigid
high-voltage_connector_55	attribute	threadiness
high-voltage_connector_55	shape	cube
high-voltage_connector_55	shape	lump
high-voltage_connector_55	shape	round
high-voltage_connector_55	parameter	triplex
high-voltage_connector_55	parameter	HVIL
high-voltage_connector_55	parameter	6mm²
high-voltage_connector_56	function	plug
high-voltage_connector_56	accuracy	rough
high-voltage_connector_56	instanceOf	part
high-voltage_connector_56	type	connector
high-voltage_connector_56	attribute	rigid
high-voltage_connector_56	attribute	threadiness
high-voltage_connector_56	shape	cube
high-voltage_connector_56	shape	lump
high-voltage_connector_56	shape	round
high-voltage_connector_56	parameter	triplex
high-voltage_connector_56	parameter	HVIL
high-voltage_connector_56	parameter	6mm²
high-voltage_connector_57	function	plug
high-voltage_connector_57	accuracy	rough
high-voltage_connector_57	instanceOf	part
high-voltage_connector_57	type	connector
high-voltage_connector_57	attribute	rigid
high-voltage_connector_57	attribute	threadiness
high-voltage_connector_57	shape	cube
high-voltage_connector_57	shape	lump
high-voltage_connector_57	shape	round
high-voltage_connector_57	parameter	triplex
high-voltage_connector_57	parameter	HVIL
high-voltage_connector_57	parameter	6mm²
high-voltage_connector_58	function	plug
high-voltage_connector_58	accuracy	rough
high-voltage_connector_58	instanceOf	part
high-voltage_connector_58	type	connector
high-voltage_connector_58	attribute	rigid
high-voltage_connector_58	attribute	threadiness
high-voltage_connector_58	shape	cube
high-voltage_connector_58	shape	lump
high-voltage_connector_58	shape	round
high-voltage_connector_58	parameter	triplex
high-voltage_connector_58	parameter	HVIL
high-voltage_connector_58	parameter	6mm²
high-voltage_connector_59	function	plug
high-voltage_connector_59	accuracy	rough
high-voltage_connector_59	instanceOf	part
high-voltage_connector_59	type	connector
high-voltage_connector_59	attribute	rigid
high-voltage_connector_59	attribute	threadiness
high-voltage_connector_59	shape	cube
high-voltage_connector_59	shape	lump
high-voltage_connector_59	shape	round
high-voltage_connector_59	parameter	triplex
high-voltage_connector_59	parameter	HVIL
high-voltage_connector_59	parameter	6mm²
high-voltage_connector_60	function	plug
high-voltage_connector_60	accuracy	rough
high-voltage_connector_60	instanceOf	part
high-voltage_connector_60	type	connector
high-voltage_connector_60	attribute	rigid
high-voltage_connector_60	attribute	threadiness
high-voltage_connector_60	shape	cube
high-voltage_connector_60	shape	lump
high-voltage_connector_60	shape	round
high-voltage_connector_60	parameter	single-core
high-voltage_connector_60	parameter	HVIL
high-voltage_connector_60	parameter	16mm²
high-voltage_connector_61	function	plug
high-voltage_connector_61	accuracy	rough
high-voltage_connector_61	instanceOf	part
high-voltage_connector_61	type	connector
high-voltage_connector_61	attribute	rigid
high-voltage_connector_61	attribute	threadiness
high-voltage_connector_61	shape	cube
high-voltage_connector_61	shape	lump
high-voltage_connector_61	shape	round
high-voltage_connector_61	parameter	single-core
high-voltage_connector_61	parameter	HVIL
high-voltage_connector_61	parameter	16mm²
high-voltage_connector_62	function	plug
high-voltage_connector_62	accuracy	rough
high-voltage_connector_62	instanceOf	part
high-voltage_connector_62	type	connector
high-voltage_connector_62	attribute	rigid
high-voltage_connector_62	attribute	threadiness
high-voltage_connector_62	shape	cube
high-voltage_connector_62	shape	lump
high-voltage_connector_62	shape	round
high-voltage_connector_62	parameter	single-core
high-voltage_connector_62	parameter	HVIL
high-voltage_connector_62	parameter	16mm²
high-voltage_connector_63	function	plug
high-voltage_connector_63	accuracy	rough
high-voltage_connector_63	instanceOf	part
high-voltage_connector_63	type	connector
high-voltage_connector_63	attribute	rigid
high-voltage_connector_63	attribute	threadiness
high-voltage_connector_63	shape	cube
high-voltage_connector_63	shape	lump
high-voltage_connector_63	shape	round
high-voltage_connector_63	parameter	single-core
high-voltage_connector_63	parameter	HVIL
high-voltage_connector_63	parameter	16mm²
high-voltage_connector_64	function	plug
high-voltage_connector_64	accuracy	rough
high-voltage_connector_64	instanceOf	part
high-voltage_connector_64	type	connector
high-voltage_connector_64	attribute	rigid
high-voltage_connector_64	attribute	threadiness
high-voltage_connector_64	shape	cube
high-voltage_connector_64	shape	lump
high-voltage_connector_64	shape	round
high-voltage_connector_64	parameter	single-core
high-voltage_connector_64	parameter	HVIL
high-voltage_connector_64	parameter	16mm²
high-voltage_connector_65	function	plug
high-voltage_connector_65	accuracy	rough
high-voltage_connector_65	instanceOf	part
high-voltage_connector_65	type	connector
high-voltage_connector_65	attribute	rigid
high-voltage_connector_65	attribute	threadiness
high-voltage_connector_65	shape	cube
high-voltage_connector_65	shape	lump
high-voltage_connector_65	shape	round
high-voltage_connector_65	parameter	single-core
high-voltage_connector_65	parameter	HVIL
high-voltage_connector_65	parameter	16mm²
high-voltage_connector_66	function	plug
high-voltage_connector_66	accuracy	rough
high-voltage_connector_66	instanceOf	part
high-voltage_connector_66	type	connector
high-voltage_connector_66	attribute	rigid
high-voltage_connector_66	attribute	threadiness
high-voltage_connector_66	shape	cube
high-voltage_connector_66	shape	lump
high-voltage_connector_66	shape	round
high-voltage_connector_66	parameter	single-core
high-voltage_connector_66	parameter	HVIL
high-voltage_connector_66	parameter	16mm²
high-voltage_connector_67	function	plug
high-voltage_connector_67	accuracy	rough
high-voltage_connector_67	instanceOf	part
high-voltage_connector_67	type	connector
high-voltage_connector_67	attribute	rigid
high-voltage_connector_67	attribute	threadiness
high-voltage_connector_67	shape	cube
high-voltage_connector_67	shape	lump
high-voltage_connector_67	shape	round
high-voltage_connector_67	parameter	single-core
high-voltage_connector_67	parameter	HVIL
high-voltage_connector_67	parameter	16mm²
high-voltage_connector_68	function	plug
high-voltage_connector_68	accuracy	rough
high-voltage_connector_68	instanceOf	part
high-voltage_connector_68	type	connector
high-voltage_connector_68	attribute	rigid
high-voltage_connector_68	attribute	threadiness
high-voltage_connector_68	shape	cube
high-voltage_connector_68	shape	lump
high-voltage_connector_68	shape	round
high-voltage_connector_68	parameter	single-core
high-voltage_connector_68	parameter	HVIL
high-voltage_connector_68	parameter	16mm²
high-voltage_connector_69	function	plug
high-voltage_connector_69	accuracy	rough
high-voltage_connector_69	instanceOf	part
high-voltage_connector_69	type	connector
high-voltage_connector_69	attribute	rigid
high-voltage_connector_69	attribute	threadiness
high-voltage_connector_69	shape	cube
high-voltage_connector_69	shape	lump
high-voltage_connector_69	shape	round
high-voltage_connector_69	parameter	single-core
high-voltage_connector_69	parameter	HVIL
high-voltage_connector_69	parameter	16mm²
high-voltage_connector_70	function	plug
